Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Material (product.metafields.custom.material),shippingLabel (product.metafields.custom.shippinglabel),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),product_highlights (product.metafields.google_feed.product_highlights),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Door glass finish (product.metafields.shopify.door-glass-finish),Door material (product.metafields.shopify.door-material),Features (product.metafields.shopify.features),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Hardware material (product.metafields.shopify.hardware-material),Leg color (product.metafields.shopify.leg-color),Leg material (product.metafields.shopify.leg-material),Mounting type (product.metafields.shopify.mounting-type),Seat type (product.metafields.shopify.seat-type),Style (product.metafields.shopify.style),Suitable location (product.metafields.shopify.suitable-location),Tabletop color (product.metafields.shopify.tabletop-color),Tabletop material (product.metafields.shopify.tabletop-material),Tabletop shape (product.metafields.shopify.tabletop-shape),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
custom-74l-22w-41h-2thick,"Custom 74''L*22''W*41''H*2''Thick H41"" Kitchen Bar Table with Foot Rail, Industrial-Style Bar Table",,Wood,Furniture > Tables > Kitchen & Dining Room Tables,,,FALSE,dimensions,74''L*22''W*41''H*2''Thickness,,color,custom,,,,,定制成 74''L*22''W*41''H*2''Thick 颜色 |FQ-BTZ-258302313-24+FQ-BTZ-258302313-24leg,0,shopify,49,deny,manual,853.5,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0615/1995/4178/files/Jacobean_Wood_Bar_Table.webp?v=1776669134,1,,FALSE,,,4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,draft
